,text
6793,"['COVID19', 'PFE', 'Pfizer', 'announced', 'multiple', 'updates', 'Identified', 'lead', 'protease', 'inhibitor', 'inhibits', 'SARSCoV2', 'preclinical', 'studies', 'BNTX', 'vaccine', 'enter', 'human', 'trials', 'end', 'April', 'Exploring', 'tofacitinib', 'JAKi', 'COVID19related', 'pneumonia', 'httpstcodCRPbW4Lsa']"
6794,"['Feels', 'like', 'might', 'time', 'take', 'profits', 'BAC', '35', 'CNK', '75', 'DOC', '32', 'GOOD', '35']"
6795,"['Fed', 'provide', 'extra', '23tn', 'loans', 'USA', 'Economy', 'MonetaryPolicy', 'SPY', 'SPX', 'QQQ', 'INDU', 'NDX', 'IEF', 'TLT', 'DXY', 'HYG', 'LQD', 'JNK', 'MUB', 'httpstcon2OJwpd4sl', 'via', 'FT']"
6796,"['RT', 'ProsperTrading', 'morning', 'cboesib', 'joined', 'OJRenick', 'TDANetworks', 'Morning', 'Trade', 'Live', 'discuss', 'example', 'trade', 'more…']"
6797,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6798,"['RT', 'AlmingtonCap', 'Trump', 'needs', 'man', 'already', 'announce', '2020', 'personal', 'income', 'taxes', 'canceled', 'BOE', 'pri…']"
6799,"['100', 'chance', 'getting', 'free', 'stock', 'money', 'needed', 'could', 'get', '155', 'httpstcoX6viqHVqcS', 'stockmarket', 'stocks', 'investing', 'trading', 'money', 'investment', 'forex', 'finance', 'investor', 'invest', 'trader', 'business', 'forextrader', 'wallstreet', 'daytrader', 'bitcoin', 'entrepreneur', 'crypto', 'httpstcoCS3AWMQIAF']"
6800,"['MadFckingWitch', '☼', 'Gambling', 'traditionally', 'harder', 'players', 'rig', 'favor', 'inside', 'information', 'spreading', 'rumors', 'media', 'influence', 'act', 'making', 'large', 'betscashing', 'chips', 'right', 'time', 'econ', 'stocks']"
6801,"['RT', 'leadlagreport', 'US', 'jobs', 'drop', '700k', 'early', 'March', 'Jobless', 'rate', 'hits', '44', 'First', 'drop', '113months', 'US', 'payroll', 'gains', 'USjobs', '…']"
6802,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6803,"['BioNTechs', 'Stock', 'Trading', 'Higher', 'Today', 'BNTX', 'PFE', 'httpstcoq22re7JLIF', 'Intuitive', 'Surgicals', 'Stock', 'Trading', 'Lower', 'Today', 'ISRG', 'httpstco3nwc14dj6z', 'Viveve', 'Medicals', 'Stock', 'Trading', 'Lower', 'Today', 'VIVE', 'httpstco66spVJOMSJ', 'via', 'benzinga']"
6804,"['Glad', 'see', 'wti', 'crude', '8', 'todays', 'OPEC', 'meeting', 'oil', 'supports', 'US', 'dollar', 'shale', 'industry', 'USO', 'FANG', 'XOM', 'PXD']"
6805,"['👇🏽', 'Airline', 'Traffic', 'SPX', '👇🏽', 'httpstco8gr4lKQ6A4']"
6806,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6807,"['InvestorsLive', 'REAL', 'CLOSEWave', '5', 'COMETH', 'SPX', 'SPY', 'VIX', 'Retail', 'guy', 'httpstcolR5j38z8vI']"
6808,"['msft', '165', 'calls', '123', 'swing', 'httpstcoNgZSi5MkLI']"
6809,"['SPY', 'holding', '280', 'nicely', 'sync', 'AAPL']"
6810,"['Big', 'Gainer', 'Alert', 'Trading', 'today’s', '72', 'move', 'JPMORGAN', 'CHASE', 'JPM', 'httpstconf4jIUurtX', 'httpstcoZtgjs14xSV']"
6811,"['Mediumterm', 'potential', 'predicted', 'MSFT', 'otherwise', 'httpstco522wQsL5RK', 'httpstcoNXjV0tUcKJ']"
6812,"['Gold', 'GoldSpot', 'PMEX', 'Commodities', 'Crypto', 'Cryptocurrency', 'Bitcoin', 'BTC', 'Ethereum', 'ETH', 'Ripple', 'XRP', 'Link', 'Chainlink', 'Litecoin', 'LTC', 'Cardano', 'index', 'futures', 'markets', 'news', 'SPX', 'GOLD', 'SPX', 'Trading', 'Forex', 'EURUSD', 'GBPUSD', 'VIX', 'XAUUSD', 'CRUDE', 'USDJPY', 'SPX500', 'XBTUSD', 'httpstcoRW3fUPyW8g']"
6813,"['SPY', 'SPX', 'TSLA', 'End', 'today', 'rest', '2020the', 'bears', 'slaying', 'bulls', 'httpstcoWrDspBXnrq']"
6814,"['ZM', '🇨🇳', 'getting', 'busted', 'even', 'tabloids', 'CSCO', 'MSFT', 'GOOG', '🇺🇸', 'httpstcoJqhJwK230e']"
6815,"['smile', 'Joker', 'Good', 'luck', 'sp500', 'bearmarket', 'MarketCrash', 'spx', 'httpstcocGPJOlsxjE']"
6816,"['SPX', 'SPY', 'NDX', 'DIA', 'QQQ', 'TheDemocrats', 'DNC', 'SpeakerPelosi', 'SenSchumer', 'Government', '⬇️', 'httpstco0ghBxaIFL3']"
6817,"['SPX', 'already', 'hit', '280912', 'ESF', 'lil', 'behind', '55ema', 'SPX', '2832', 'ESF', '2823', 'SPY', '2827']"
6818,"['save', 'US', 'oil', 'shale', 'companies', 'amp', 'XOM', 'Oil', 'jumps', '12', 'amid', 'report', 'Saudi', 'Arabia', 'Russia', 'reached', 'deal', 'cut', 'could', 'reach', '20', 'million', 'barrels', 'per', 'day', 'httpstcohh6MZwqcSQ']"
6819,"['Rebound', 'Continues', 'IWM', 'SPX', 'httpstcoO3AYOLx2RE']"
6820,"['Update', 'CHEF', 'following', 'LONGBUY', 'signal', 'although', 'posted', 'update', 'Sunday', 'it’s', 'worth', 'mentioning', 'accuracy', 'long', 'term', 'signals', 'It’s', '521', '6338', 'close', 'Friday', '43', '822', 'CHEF', 'Algotrading', 'stocks', 'OrbitX', 'QTM', 'httpstcoAMKvGCFAdg']"
6821,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
6822,"['SPY', 'SPX', 'incredible', 'SampP', '500', '7', 'away', '3000', 'httpstcoTgbZJrqCMx']"
6823,"['SPX', 'SPY', 'Hi', 'Im', 'back', 'httpstcoe5bRdLFZ8m']"
6824,"['US', 'weekly', 'jobless', 'claims', 'mount', 'another', '66m', 'USA', 'Economy', 'Jobs', 'SPY', 'SPX', 'QQQ', 'INDU', 'NDX', 'httpstcoYMSkA7pqXG', 'via', 'FT']"
6825,"['Weird', 'day', 'Fed', 'pushes', 'SPY', 'resistance', 'zone', 'Stocks', 'overbought', 'wazoo', 'leaders', 'like', 'AMZN', 'AAPL', 'NVDA', 'MSFT', 'weak', 'Twilight', 'Zone']"
6826,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
6827,"['AMZN', 'Amazons', 'private', 'label', 'brands', 'losing', 'share', 'amid', 'COVID19', 'according', 'UBS', 'tracks', '200', 'million', 'products', 'AMZN', 'httpstcorxZC4NeBUa']"
6828,"['Active', 'Puts', 'LBTYK', 'VIA', 'TSLA', 'SQ', 'AMZN', 'httpstcos2MHn7fyPz']"
6829,"['Typically', 'things', 'get', 'dull', 'European', 'Close', 'last', 'trading', 'day', 'holiday', 'w', 'everyone', 'quarantined', 'sure', 'get', 'holiday', 'tape', 'today', 'ES', 'ESF', 'SPX', 'SPY', 'NQ', 'NQF', 'NDX', 'QQQ', 'RTYF', 'RUT', 'IWM', 'YM', 'YMF', 'DIA']"
6830,"['LSValue', 'also', 'wish', 'wouldve', 'opened', 'new', 'positions', 'HUBS', 'DG', 'RSG', 'INTC', 'QCOM', 'INVH', 'would', 'outside', 'plan', 'risk', 'tolerance', 'anyway']"
6831,"['DIS', 'Disney', 'Plus', 'passes', '50M', 'subscribers', 'worldwide', 'shares', 'rise', 'httpstco2JjMdRywce']"
6832,"['Nice', 'thread', 'GOOG', 'MampA', 'slugging', 'point', 'deals', 'prevented', '1', 'key', 'tech', 'assets', 'falling', 'competitors', 'hands', '2', 'new', 'entrants', 'httpstconpeEXwN391']"
6833,"['RT', 'deltaStrikejj', 'SPX', 'stocks', '200', 'day', '169', 'regained', 'key', 'moving', 'average', 'Hard', 'imagine', 'tha…']"
6834,"['RT', 'NorthmanTrader', 'SPX', '10000', 'growth', 'required']"
6835,"['Wall', 'Street', 'recovery', 'progressing', 'way', 'faster', 'Main', 'Street', 'amp', 'Medical', 'recovery', 'real', 'Hope', 'COVIDー19', 'COVID19', 'stocks', 'WallStreet', 'MainStreetBailout', 'httpstcoPMC2jITaJL']"
6836,"['RT', 'eWhispers', 'confirmed', 'earnings', 'dates', 'April', 'httpstcolObOE0dgsr', 'CHWY', 'WBA', 'NFLX', 'KMX', 'STZ', 'BAC', 'LW', 'JPM', 'F', 'INTC', 'GE', '…']"
6837,"['Bank', 'America', 'BAC', 'PT', 'Lowered', '2000', 'UBS', 'Group', 'httpstcozcU5B8at5N']"
6838,"['RonnieChopra1', 'XOM', 'pushing', 'back', 'Texas', 'proposed', 'output', 'limits', 'httpstcoQLqIyOBJ7j']"
6839,"['RT', 'davidsettle42', 'SPX', 'running', 'longterm', 'support', 'trendline', 'broke', 'three', 'weeks', 'ago', 'likely', '50day', 'sittin…']"
6840,"['Update', 'CHEF', 'following', 'LONGBUY', 'signal', 'although', 'posted', 'update', 'Sunday', 'it’s', 'worth', 'mentioning', 'accuracy', 'long', 'term', 'signals', 'It’s', '521', '6338', 'close', 'Friday', '43', '822', 'CHEF', 'Algotrading', 'stocks', 'OrbitX', 'QTM', 'httpstcoOPUL9mQh4Z']"
6841,"['RT', 'ChrisBIG', 'point', 'stop', 'bear', 'market', 'rallyshortcovering', 'bounce', 'etc', 'SPX', 'NDX']"
6842,"['Pfizer', 'BioNTech', 'start', 'clinical', 'trial', 'COVID19', 'vaccine', 'month', 'NY', 'drugmaker', 'lays', 'coronavirus', 'clinical', 'development', 'plans', 'writes', 'biotechvisigoth', 'PFE', 'BNTX', 'httpstco8wcf5qOUNC']"
6843,"['SPY', 'SPX', 'QQQ', 'getting', 'next', '5', 'trillion', 'package', 'Need', 'buy', 'calls', '10', 'trillion', 'keep', 'coming']"
6844,"['RT', 'KarlOStrom', 'dedicate', 'visual', 'art', 'markets', 'March', '2020', 'called', '«Downhill', 'meeting', 'Technical', 'Support»', '📉📈', 'sto…']"
6845,"['RT', 'TransMetalsCorp', 'TMXs', 'View', 'CSuite', 'video', 'interview', 'series', 'Scott', 'McLean', 'President', 'CEO', 'httpstcoovDAcp4j1R…']"
6846,"['Equities', 'SPX', 'markets', 'Dead', 'cat']"
6847,"['Im', '2490', 'Quick', '2', 'stocks', 'stockstradamus', 'httpstcoo0BSm2azvd']"
6848,"['first', 'informative', 'App', 'Pivot', 'Points', 'Stock', 'AIV', 'Last', 'close', '20200408', '3654', 'PIVOT', 'POINT', 'R1', '3761', 'R2', '3868', 'L1', '3473', 'L2', '3292', 'Download', 'free', 'httpstcolMYn5Ai2WY', 'tradingview', 'stocks', 'stockstowatch']"
6849,"['investors', 'think', 'dividends', 'moderate', 'payouts', 'staid', 'stocks', 'missing', 'httpstcoWepsNZjTtc']"
6850,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6851,"['still', 'looking', 'someone', 'else', 'beat', 'performances', 'Try', 'free', '7', 'days', 'httpstco7sAfbFrPQS', 'AIV', 'Signal', 'BUY', 'Since', '20200406', 'performance', '287', 'httpstcoyEuqZb1xkr', 'trading', 'stocks', 'stockstowatch', 'stockstotrade', 'SPX', 'httpstcoXa7JLLNJNR']"
6852,"['RT', 'nativetexan21', 'Str8', 'ballin', 'tricktrades', 'morning', 'AMD', 'holdin', 'son', '40', 'profit', 'yo', 'stop', 'struggling', 'dumpste…']"
6853,"['SampP', '500', 'ITBSPX', 'SPX500', 'USD', 'ITB', 'Relative', '040920', 'Long', 'short', 'BTC', 'Trade8', 'httpstcoMIe9xn4UCg', 'httpstcoB8SNICJnAY']"
6854,"['OptionsMike', 'noticed', 'FAANG', 'AAPL', 'one', 'green', 'barely']"
6855,"['RT', 'DailyFXTeam', 'Democrats', 'Senate', 'block', '250', 'billion', 'small', 'business', 'stimulus', 'plan', 'SPX']"
6856,"['RT', 'allawatis', 'Markets', 'close', 'red', 'NASDAQ', 'SPX', 'DowJones']"
6857,"['RT', 'theycallmetex', 'AMZN', 'might', 'getting', 'ready', 'looksee', 'Admittedly', 'name', 'running', 'hard', 'overly', 'bearish', 'Methi…']"
6858,"['RT', 'Northst18363337', 'Gold', 'moving', 'gold', 'silver', 'preciousmetals', 'GDX', 'GDXJ', 'HUI', 'business', 'finance', 'investments', 'stockmarket', 'fintwit', 'st…']"
6859,"['long', 'weekend', 'SPX', 'SPY', 'ES', 'DJIA', 'QQQ', 'IWM']"
6860,"['Builders', 'FirstSource', 'Inc', 'Post', 'Q2', '2020', 'Earnings', '014', 'Per', 'Share', 'Wedbush', 'Forecasts', 'BLDR', 'httpstcoXLglzd2K1J', 'stocks']"
6861,"['Great', 'Ajax', 'Corp', 'Post', 'Q1', '2020', 'Earnings', '031', 'Per', 'Share', 'Piper', 'Sandler', 'Forecasts', 'AJX', 'httpstcoVUnOYuz1Pj', 'stocks']"
6862,"['However', 'reverse', 'fill', 'gap', 'downside', 'next', 'leg', 'massive', 'SPX', 'NDX', 'VIX']"
6863,"['BJ’s', 'Restaurants', 'Inc', 'Post', 'Q2', '2020', 'Earnings', '101', 'Per', 'Share', 'William', 'Blair', 'Forecasts', 'BJRI', 'httpstcoOauFa2jUS1', 'stocks']"
6864,"['First', 'Majestic', 'Silver', 'Corp', 'Post', 'Q2', '2020', 'Earnings', '002', 'Per', 'Share', 'B', 'Riley', 'Forecasts', 'AG', 'httpstcoKiscKJfL0r', 'stocks']"
6865,"['Q3', '2020', 'EPS', 'Estimates', 'Tactile', 'Systems', 'Technology', 'Inc', 'TCMD', 'Reduced', 'Analyst', 'httpstcoqB8J1YQdZO', 'stocks']"
6866,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
6867,"['Q2', '2020', 'EPS', 'Estimates', 'Smith', 'Corp', 'AOS', 'Decreased', 'Analyst', 'httpstcoEFgl1E4hqb', 'stocks']"
6868,"['StarTek', 'Inc', 'Expected', 'Earn', 'Q3', '2020', 'Earnings', '007', 'Per', 'Share', 'SRT', 'httpstcoF6GRlu7h6l', 'stocks']"
6869,"['Brokers', 'Issue', 'Forecasts', 'Simply', 'Good', 'Foods', 'Co’s', 'Q3', '2020', 'Earnings', 'SMPL', 'httpstcolOoMQrGemb', 'stocks']"
6870,"['Aridis', 'Pharmaceuticals', 'ARDS', 'Posts', 'Earnings', 'Results', 'Beats', 'Estimates', '018', 'EPS', 'httpstcolCV3xQ4YGy', 'stocks']"
6871,"['shorted', 'XOM']"
6872,"['B', 'Riley', 'Equities', 'Analysts', 'Lower', 'Earnings', 'Estimates', 'Pan', 'American', 'Silver', 'PAA', 'httpstcoTw0eRSp9ng', 'stocks']"
6873,"['morning', 'cboesib', 'joined', 'OJRenick', 'TDANetworks', 'Morning', 'Trade', 'Live', 'discuss', 'example', 'trade', 'Grab', 'free', 'day', 'pass', 'Scott’s', 'live', 'signal', 'trading', 'room', 'today', 'httpstcoDofO6Hkn5z', 'httpstcoYxUmk5gmUI']"
6874,"['Q2', '2020', 'EPS', 'Estimates', 'Tractor', 'Supply', 'TSCO', 'Decreased', 'Analyst', 'httpstcoVkQBFYAh4z', 'stocks']"
6875,"['RT', 'TweetsMillenia', 'Powell', 'body', 'language', 'go', 'line', 'words', 'Powell', 'looks', 'happy', 'measures', 'forced', 'take', 'Fed…']"
6876,"['Q1', '2020', 'EPS', 'Estimates', 'Cadence', 'Bancorp', 'CADE', 'Raised', 'Analyst', 'httpstco5QHnG1YLMF', 'stocks']"
6877,"['Equities', 'Analysts', 'Issue', 'Forecasts', 'AtriCure', 'Inc’s', 'Q1', '2020', 'Earnings', 'ATRC', 'httpstco79FXo7rmza', 'stocks']"
6878,"['Q1', '2020', 'EPS', 'Estimates', 'Blackbaud', 'Inc', 'Reduced', 'Analyst', 'BLKB', 'httpstcoYEeJlR2TLw', 'stocks']"
6879,"['RT', 'CallMeShylo', 'realised', 'called', 'exact', 'day', 'bottomed', 'well', 'topped', 'Tweet', '23', 'March', '👇', 'selling', 'T…']"
6880,"['SPX', 'takes', 'upper', 'channel', 'target', 'surprise', 'httpstcoVzKtYuLzJI']"
6881,"['spy', 'spx', 'keep', 'shorting', 'problem', 'fed', 'keep', 'farcing', 'covid', 'higher', 'Yes', 'misspelled', 'purpose', 'httpstco6H99ZKOuIT']"
6882,"['Production', 'cut', 'nothing', 'real', 'headwinds', 'facing', 'oil', 'temporary', 'jump', 'prices', 'VLO', 'USO', 'SM', 'QQQ', 'SPY', 'SPX', 'VIX', 'VIX', 'STOCKS']"
6883,"['DIS', 'well', '10', 'business', '90', 'evaporates']"
6884,"['RT', 'androsForm', 'SPY', 'SPX', 'lol', 'mean', 'yeahbut', 'lol', 'Monopoly', 'httpstcoq6fWB8cKsc']"
6885,"['RT', 'EVMacro', 'Watching', 'weekly', 'close', 'SPX', 'week', 'opinion', 'failure', 'hold', 'breakout', 'implies', 'downside', 'Dis…']"
6886,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6887,"['Metropolis', 'healthcare', 'darvas', 'box', 'showing', 'bullish', 'pattern', 'also', 'recommendation', 'buy', 'sell', 'sharemarket', 'stockmarket', 'trader', 'investor', 'trading', 'daytrader', 'stocks', 'nse', 'sensex', 'nifty', 'bse', 'httpstcoZ0dewujigK']"
6888,"['closed', 'longs', 'good', 'gains', 'NDX', 'SPX', 'summation', 'bullish', 'long', 'weekend', 'fight', 'Europe', 'Italy', 'Netherlands', 'Conte', 'saying', 'Italy', 'leaving', 'probably', 'need', 'EUROBOND', 'maybe', 'left', 'early', 'usual', 'httpstconoY9z17EDf']"
6889,"['CIM', 'move', 'chart', 'looks', 'like', 'easily', 'pop', '10', 'bounce', 'LADR', 'TRTX', 'NYMT', 'MFA', 'JPM', 'httpstco612POpAH5W']"
6890,"['Oil', 'jumps', '12', 'amid', 'report', 'Saudi', 'Arabia', 'Russia', 'reached', 'deal', 'cut', 'could', 'reach', '20', 'million', 'barrels', 'per', 'day', 'SPY', 'SPX', 'QQQ', 'AAPL', 'NFLX', 'AMZN', 'TSLA', 'FB', 'MSFT', 'DIA', 'NDX', 'IWM', 'QCOM', 'GDX', 'DAX', 'GLD', 'SLV', 'BABA', 'TLT', 'LYFT', 'TVIX', 'XOM', 'JPM', 'GS', 'GOOG', 'DIS', 'IBM', 'httpstcoY7l92A87gt']"
6891,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6892,"['SPY', 'DJIA', 'SPX', 'Within', 'next', '20', 'minutes', 'markets', 'moderate', 'reversal', 'current', 'levels', 'selling', 'may', 'continue', 'well', 'remainder', 'day', 'depending', 'volume']"
6893,"['Apr', '08', 'Thursday', 'V', '17551', 'Bearish', 'target', '17200', 'Bearish', 'target', '16820']"
6894,"['US', 'school', 'districts', 'universities', 'public', 'authorities', 'banning', 'Zoom', 'switching', 'MicrosoftTeams', '20', 'million', 'new', 'users', 'around', 'world', 'EnSW', 'MSFT', 'ZM', 'httpstcod80e0UpDWu']"
6895,"['AMZN', 'might', 'getting', 'ready', 'looksee', 'Admittedly', 'name', 'running', 'hard', 'overly', 'bearish', 'Methinks', 'coming', 'week', 'going', 'interesting', 'either', 'way', 'httpstcotAdSmewXey']"
6896,"['TVIX', '4', 'hour', 'view', 'right', 'around', '220', 'interesting', 'see', 'gets', 'bounce', 'VIX', 'VVIX', 'UVXY', 'SPY', 'SPX', 'fintwit', 'esf', 'httpstcoXWn1lw4lc8']"
6897,"['stocks', 'opec', 'looking', 'cut', '20', 'million', 'barrels']"
6898,"['Today', 'Top', 'Flow', 'StockMarket', 'Buy', 'Flow', 'Sell', 'Flow', 'VOO', 'DIS', 'GLD', 'XLP', 'XOM', 'BA', 'C', 'ESGU', 'BABA', 'SSO', 'QQQ', 'MSFT', 'AMZN', 'HYG', 'AAPL', 'LQD', 'IWM', 'FB', 'NVDA', 'GOOGL', 'stocks', 'stock', 'stockstowatch', 'stockmarketnews', 'stocktrading', 'StocksToTrade', 'httpstco5JE2nlrW3B', 'httpstcomE4klOjzyY']"
6899,"['Powell', 'clearly', 'said', '4', 'time', 'ie', 'economy', 'sound', 'footing', 'Fed', 'put', 'w', 'financial', 'asset', 'inflation', 'b', 'interesting', '2', 'see', 'sound', 'footing', 'mkts', 'SPY', 'react', 'massive', 'punch', 'bowl', 'taken', 'away', 'SPX', 'NDX', 'IWM', 'httpstcoiuW9FLRSJS']"
6900,"['USRoute41', 'zipzipzip3', 'tvance63', 'CNBC', 'hey', 'hey', 'HEY', 'iPhones', 'human', 'right', 'AAPL']"
6901,"['RT', 'louwhiteman', 'WWD', 'HXL', 'called', '6B', 'merger', 'COVID19', 'get', 'reasoning', 'disappointing', 'via', '…']"
6902,"['RT', 'amir', 'New', 'Microsoft’s', 'rival', 'AWS', 'called', 'Azure', 'success', 'buckled', 'recent', 'covid19related', 'pressure', 'amp', 'also', 'had…']"
6903,"['TMXs', 'View', 'CSuite', 'video', 'interview', 'series', 'Scott', 'McLean', 'President', 'CEO', 'httpstcoovDAcp4j1R', 'Gold', 'PreciousMetals', 'Mining', 'TSXV', 'Stocks']"
6904,"['RT', 'DailyFXTeam', 'Democrats', 'Senate', 'block', '250', 'billion', 'small', 'business', 'stimulus', 'plan', 'SPX']"
6905,"['thought', 'rally', 'would', 'look', 'bigger', '15', 'chart', 'Maybe', 'drive', 'back', 'broken', 'channel', 'like', 'going', 'crash', 'SPX', 'httpstcoCwm0BL0M2L']"
6906,"['Long', 'FB']"
6907,"['soon', 'Powell', 'got', 'TV', 'back', 'normally', 'scheduled', 'bull', 'market', 'SPY', 'SPX', 'QQQ', 'GDX', 'DJIA', 'httpstcol0yLsIT0GB']"
6908,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6909,"['SPX500', '10', 'FXPrice', 'short', 'term', 'swing', 'high', 'resistance', 'level', 'Apr', '9', '2020', '330PM', '280264']"
6910,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
6911,"['realised', 'called', 'exact', 'day', 'bottomed', 'well', 'topped', 'Tweet', '23', 'March', '👇', 'selling', 'TrollBottom', 'indicator', '69', 'Available', '5', 'sizes', 'smellthemarketcom', '👃', 'SPX', 'NQF', 'DJIA', 'ESF', 'httpstco7Lc4muB6BW']"
6912,"['AAL', 'BBBY', 'CCL', 'Big', 'DIS', 'Money', 'making', 'team', 'FireTrading', 'zoom530', 'fakepapertrader', 'httpstcoG8gPEQCFyx']"
6913,"['RT', 'jamesob', 'wrote', 'back', 'Aug19', 'Shouldve', 'heeded', 'warning', 'fed', 'would', 'bring', 'gun', 'knife', 'fight', 'going', 'short…']"
6914,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6915,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6916,"['Fed', 'printing', 'money', 'long', 'term', 'bad', 'terrible', 'long', 'term', 'consequences', 'today', 'good', 'far', 'OPEC', 'oil', 'cuts', 'SPX', 'calls', 'printing', 'morning']"
6917,"['assets', 'watch', 'active', 'options', 'Thursday', 'BAC', 'TSLA', 'AAPL', 'SQ', 'AMD', 'BA', 'CCL', 'MSFT', 'AAL', 'F', 'DIS', 'GE', 'JPM', 'AMZN', 'XOM', 'OXY', 'C', 'FB', 'UAL', 'UBER', 'DAL', 'RCL', 'TWTR', 'FCX', 'WFC', 'SDC', 'APA', 'ZM', 'NVDA', 'AMRN', 'SNAP', 'BABA', 'LYFT', 'MGM', 'KSS', 'ROKU', 'COST', 'NCLH', 'SPCE', 'httpstcovyA534OAid']"
6918,"['TimelessCrypto', 'Consumer', 'confidence', 'unemployment', 'data', 'real', 'economy', 'Everything', 'destroyed', 'alarming', 'economic', 'data', 'seems', 'totally', 'unrelated', 'SP500', 'enough', 'deceived', 'people', 'fall', 'matter', 'time']"
6919,"['httpstco4YiNc4RAzI', '42sTop42', 'Barrett', 'Business', '63', '171', 'million', 'gain', '2719', 'million', 'marketCap', 'BBSI', 'represents', '17', '158', 'billion', 'NASDAQNYSE', 'human', 'resource', 'employment', 'industry', 'stockMarket', 'stocks', 'trading', 'market', 'investing', 'httpstcowG9iQs1cT1']"
6920,"['RT', 'dynamicvol', 'SPX', 'caught', 'middle', 'ultimate', 'gladiator', 'match', 'liquidity', 'Fed', 'solvency', 'economy']"
6921,"['TKLSubscribers', 'think', 'agree', 'SPX', 'back', 'end', 'last', 'summer', 'lives', 'different', 'believe', 'bullshit']"
6922,"['OPEC', '20', 'Million', 'Barrels', 'Wait', 'thought', '1015m', 'impossible', 'XOP', 'WTIC', 'XOM', 'SullyCNBC']"
6923,"['APT', 'Alpha', 'Pro', 'Tech', 'New', 'Normal', 'Resets', 'Stronger', 'Sustainable', 'Business', 'httpstcoIm7gkl80Q5', 'finance', 'stocks', 'stockmarket']"
6924,"['Nifty', 'Gainers', 'amp', 'Losers', 'nifty50', 'financialadda', 'sensex', 'stockmarketcrash', 'stockmarkets', 'sharemarket', 'Investment', 'stocks', 'Source', 'NSE', 'httpstcoRaHJdvkCyh', 'httpstcoWg2CQWlg9C']"
6925,"['RT', 'leadlagreport', 'Greatest', 'Disconnect', 'Stocks', 'Economy', 'History', 'NEW', 'POST', 'Lets', 'state', 'obvious', 'benefit…']"
6926,"['RT', 'BohleenDan', 'wonder', 'ANYONE', 'considered', 'possibility', 'large', 'percentage', 'workers', 'could', 'shareholders', 'well', 'tr…']"
6927,"['SPY', 'push', 'AAPL', 'lagging']"
6928,"['followtheh', 'MSFT', 'well']"
6929,"['RT', 'PeterLBrandt', 'SPX', 'Load', 'released', 'httpstco3X1fasBjBD']"
6930,"['RT', 'elerianm', 'Reacting', 'massive', 'new', 'Fed', 'financing', 'package', 'US', 'stocks', 'open', 'higher', 'Dow', '15', 'SampP', 'and…']"
6931,"['GOOG', 'patent', '20200112726', 'Methods', 'Devices', 'Dynamic', 'Adaptation', 'Encoding', 'Bitrate', 'Video', 'Streaming', 'tech', 'IP', 'research', 'httpstcoVcGy7vI0CM']"
6932,"['Stock', 'Alert', 'HD', 'Home', 'Depot', 'Inc', 'Alert', 'Type', 'Daily', 'Percent', 'Price', 'Change', 'Value', 'Hit', '511', 'dividend', 'stocks', 'HD', 'Visit', 'Custom', 'Stock', 'Alerts', 'httpstcoOh8lrY1YRH']"
6933,"['Todays', 'expirytrading', 'bankniftyoptions', '62K', 'day', 'ROI', '35', 'daytrading', 'OptionsTrading', 'stocks', 'trading', 'nifty50', 'banknifty', 'httpstcoHywsJ3q02N']"
6934,"['RT', 'richposson', 'Oil', 'jumps', '12', 'SaudiRussiaOPEC', 'Stock', 'investors', 'like', 'news', 'stocks', 'Oil', 'OilPriceWar']"
6935,"['benwegmann', 'Invest', 'DIS']"
6936,"['Everyone', '66mil', 'people', 'unemployed', 'US', '1', '10', 'US', 'workers', 'lost', 'work', 'last', '3', 'weeks', 'Federal', 'Reserve', 'lend', 'additional', '23tn', 'QE', 'overdrive', 'SPX', 'httpstco4TYtUPK5mN']"
6937,"['wmiddelkoop', '4', 'stocks', 'beating', 'NEM', 'sp500', 'ytd']"
