,text,sentiment
6120,"['Oil', 'price', 'forecasts', 'BofA', 'Merrill', 'cuts', '2016', 'Brent', 'forecast']","neutral,BofAMerrill"
6121,"['One', 'selectively', 'look', 'auto', 'sector', 'Mehraboon', 'Irani']",neutral
6122,"['Onno', 'Ruhl', 'appointed', 'World', 'Bank', 'Country', 'Director', 'India']","neutral,India"
6123,"['OPEC', 'SecyGen', 'says', 'low', 'oil', 'price', 'continue']",neutral
6124,"['Opening', 'Saudi', 'stock', 'market', 'boost', 'MENA', 'region']",neutral
6125,"['Ozone', 'Pharma', 'planning', 'IPO', 'near', 'future']",neutral
6126,"['P', 'Madhusudan', 'assumes', 'charge', 'new', 'CMD', 'RINL']",neutral
6127,"['Patni', 'founders', 'rule', 'stake', 'sale', 'plans', 'AGM']",neutral
6128,"['Petronet', 'LNG', 'posts', 'flat', 'performance', 'March', '2013', 'quarter']",neutral
6129,"['Piramal', 'Enterprises', 'Q1', 'net', 'profit', 'Rs', '408', 'crore']",neutral
6130,"['Piramal', 'offer', 'floating', 'rate', 'bonds', 'investors', 'gain']",neutral
6131,"['Prabhudas', 'Lilladhers', 'largecap', 'ideas', 'buy', 'Muhurat', 'trading']",neutral
6132,"['Premarket', 'Nifty', 'likely', 'open', 'gapdown', 'Greece', 'woes']",neutral
6133,"['Premarket', 'Nifty', 'seen', 'opening', 'flat', 'special', 'trading', 'session']",neutral
6134,"['Premarket', 'Nifty50', 'may', 'open', 'flat', 'tracking', 'mixed', 'global', 'cues']",neutral
6135,"['Prime', 'Broking', 'move', 'Supreme', 'Court', 'NSE', 'arm']",neutral
6136,"['PSU', 'banks', 'showing', 'signs', 'life', 'Ajay', 'Bodke']",neutral
6137,"['PSU', 'sector', 'riding', 'size', 'liquidity', 'Dilip', 'Bhat']",neutral
6138,"['PSUs', 'languishing', 'valuations', 'offer', 'pockets', 'hope']",neutral
6139,"['Punj', 'Lloyd', 'Q3', 'net', 'profit', 'Rs', '13', 'cr']",neutral
6140,"['PVR', 'reports', 'Q3', 'net', 'profit', 'Rs', '3155', 'crore']",neutral
6141,"['R', 'Neelakantan', 'returns', 'SpiceJet', 'chief', 'financial', 'officer']",neutral
6142,"['Rajdeep', 'Endow', 'new', 'Managing', 'Director', 'Sapient', 'India']",neutral
6143,"['Ramco', 'Systems', 'waiting', 'SEBIs', 'nod', 'rights', 'issue', 'CEO']","neutral,SEBI"
6144,"['RBI', 'buys', 'bonds', 'worth', 'Rs', '90929', 'cr', 'OMO']",neutral
6145,"['RBI', 'monetary', 'policy', 'review', 'dictate', 'trend', 'bourses']",neutral
6146,"['RBI', 'sets', 'rupee', 'reference', 'rate', '6492', 'dollar']","neutral,rupee"
6147,"['Recent', 'correction', 'bring', 'back', 'foreign', 'investors', 'India']",neutral
6148,"['Recommend', 'wait', 'watch', 'retail', 'sector', 'Deepak', 'Shenoy']",neutral
6149,"['Rice', 'bran', 'oil', 'associations', 'campaigning', 'hard', 'increase', 'consumption']",neutral
6150,"['Richard', 'Merwe', 'appointed', 'MD', 'vice', 'chairman', 'Bayer', 'CropScience']",neutral
6151,"['Rupee', 'hits', '5922', 'US', 'dollar', 'intraday', 'trade']","neutral,USdollar"
6152,"['SKorean', 'stocks', 'slip', '3rd', 'consecutive', 'session']","positive,S.Koreanstocks"
6153,"['Sahara', 'case', 'Sebi', 'seek', 'help', 'foreign', 'regulators']","neutral,Sebi"
6154,"['time', 'next', 'year', 'Sensex', 'may', '29000']",neutral
6155,"['Samsung', 'Bioepis', 'hires', 'banks', 'planned', 'Nasdaq', 'IPO', 'Source']","neutral,Nasdaq"
6156,"['Sanjiv', 'Singh', 'takes', 'IOCs', 'director', 'refineries']",neutral
6157,"['SAT', 'adjourns', 'hearing', 'RILSebi', 'case', 'April', '16']","neutral,Sebi"
6158,"['SBI', 'appoints', 'B', 'Sriram', 'VG', 'Kannan', 'managing', 'directors']",neutral
6159,"['SBI', 'chief', 'Bhattacharya', 'race', 'Sebi', 'top', 'job']","neutral,Sebi"
6160,"['SBI', 'gets', 'shareholder', 'nod', 'Rs', '11500', 'crore', 'QIP']",neutral
6161,"['SC', 'dismisses', 'Dalals', 'plea', 'IPO', 'fraud', 'case']",neutral
6162,"['SC', 'gives', 'verdict', 'Presidential', 'reference', 'telecom', 'stocks', 'mixed']","neutral,SC"
6163,"['Sebi', 'allows', '100', 'alternative', 'funds', 'operate', 'India']",neutral
6164,"['Sebi', 'allows', 'Pune', 'Stock', 'Exchange', 'exit', 'bourse', 'business']","neutral,PuneStockExchange"
6165,"['Sebi', 'asks', 'AIFs', 'give', 'full', 'disclosure', 'associates']",neutral
6166,"['Sebi', 'exempts', 'Prozone', 'promoter', 'trust', 'making', 'open', 'offer']","neutral,Prozone"
6167,"['Sebi', 'prove', 'insider', 'probe']",neutral
6168,"['SEBI', 'may', 'seek', 'litigation', 'information', 'companies', 'launching', 'IPOs']",neutral
6169,"['Sebi', 'mulls', 'fresh', 'checks', 'misselling', 'mutual', 'funds']",neutral
6170,"['Sebi', 'norms', 'REITs', 'InvITs', 'welcome', 'step', 'Industry']",neutral
6171,"['Sebi', 'proposes', 'norms', 'reclassifying', 'promoter', 'public', 'shareholders']",neutral
6172,"['Sebi', 'seeks', 'clarification', '3', 'firms', 'IPO', 'plans']",neutral
6173,"['Sebi', 'studies', 'regulatory', 'impact', 'U', 'K', 'Sinha']",neutral
6174,"['Sebi', 'act', 'tough', 'highprofile', 'insider', 'trading', 'cases']",neutral
6175,"['Sebi', 'empanel', 'administrators', 'look', 'refund', 'process']",neutral
6176,"['Sebi', 'wants', 'strict', 'compliance', 'mandatory', 'woman', 'director', 'norms']",neutral
6177,"['Sebis', 'stand', 'reluctant', 'promoters', 'may', 'benefit', 'small', 'investors']",neutral
6178,"['Securitised', 'debt', 'must', 'settled', 'via', 'clearing', 'houses', 'SEBI']",neutral
6179,"['See', 'Nifty', '7460', 'shortterm', 'Mitesh', 'Thacker']",neutral
6180,"['new', 'investors', 'opt', 'stocks', 'mutual', 'funds']","neutral,mutualfunds"
6181,"['Singapore', 'bailin', 'proposals', 'make', 'senior', 'bond', 'holders', 'breathe', 'easy']",neutral
6182,"['South', 'Africa', 'rand', 'steady', 'ahead', 'SP', 'rating', 'update']","neutral,SouthAfricarand"
6183,"['SpiceJet', 'issue', 'warrants', 'promoters', 'fund', 'raising']",neutral
6184,"['Srikanth', 'Srinivas', 'joins', 'Adfactors', 'senior', 'VP', 'Public', 'Affairs']",neutral
6185,"['State', 'government', 'companies', 'lure', 'PFs', 'highreturn', 'bond', 'issues']",neutral
6186,"['Sterling', 'firms', 'early', 'results', 'go', 'Scottish', 'independence']",neutral
6187,"['Sterling', 'limbo', 'ahead', 'UK', 'jobs', 'housing', 'reports']",neutral
6188,"['Submit', 'associate', 'members', 'details', 'Februaryend', 'NSE', 'brokers']",neutral
6189,"['Sudhir', 'Mathur', 'becomes', 'new', 'CFO', 'Cairn', 'India']",neutral
6190,"['Sunil', 'Mittal', 'appointed', 'cochair', 'India', 'Africa', 'Business', 'Council']",neutral
6191,"['Surprised', 'Unilevers', 'open', 'offer', 'HUL', 'Anirudha', 'Dutta']","neutral,HUL"
6192,"['Symantec', 'appoints', 'Sanjay', 'Rohatgi', 'President', 'India', 'Sales']",neutral
6193,"['Taiwan', 'launch', 'yuan', 'forex', 'futures', 'July', 'Sources']","neutral,yuanforex"
6194,"['Target', 'Nifty', 'Future', 'seen', '91809200', 'Ashish', 'Chaturmohta']",neutral
6195,"['Tata', 'Group', 'eyes', '350', 'billion', 'market', 'cap', '2025']",neutral
6196,"['Tata', 'Motors', 'shareholders', 'approve', 'pay', 'proposals', '3', 'executives']",neutral
6197,"['Tata', 'Sons', 'appoints', 'Sunil', 'Sinha', 'Resident', 'Director', 'MENA', 'region']",neutral
6198,"['TBWA', 'rejigs', 'India', 'top', 'managementappoints', 'Vineet', 'Bajpai', 'CEO']",neutral
6199,"['TCS', 'Q4', 'profit', 'seen', 'Rs', '5397', 'cr', 'QoQ']",neutral
6200,"['Technicals', 'point', 'increasing', 'probability', '7000', 'NSE']",neutral
6201,"['Ten', 'marketlinked', 'insurance', 'funds', 'beat', 'Nifty', 'fiscal', 'returns']",neutral
6202,"['fundamental', 'road', 'ahead', 'Markets', 'seen', 'rangebound', 'December']",neutral
6203,"['Things', 'edgy', 'infrastructure', 'companies', 'Pankaj', 'Pandey', 'ICICI', 'Direct']","neutral,infrastructurecompanies"
6204,"['Timeline', 'Chinas', 'attempts', 'prevent', 'stock', 'market', 'meltdown']","neutral,stockmarket"
6205,"['Top', '5', 'key', 'takeaways', 'Tata', 'Motors', 'Q2', 'results']",neutral
6206,"['Turnaround', 'FMCG', 'may', 'take', 'quarters']",neutral
6207,"['UBS', 'sees', 'Nifty', '8000', 'level', 'December', 'end']","neutral,Nifty"
6208,"['United', 'Bank', 'profit', 'Rs', '4178', 'crore', 'Q3']",neutral
6209,"['US', 'Dollar', 'mixed', 'Asia', 'Fed', 'chief', 'comments']","neutral,Asia"
6210,"['US', 'dollar', 'steady', 'ahead', 'US', 'Federal', 'Reserve', 'meeting']","neutral,USFederalReserve"
6211,"['Use', 'correction', 'reenter', 'market', 'lower', 'levels', 'Analysts']",neutral
6212,"['Valiant', 'Capital', 'values', 'Shriram', 'Housing', 'Rs', '750', 'cr']","neutral,ShriramHousing"
6213,"['VC', 'PE', 'firms', 'line', '1bn', 'green', 'energy']",neutral
6214,"['Vijaya', 'Bank', 'reports', 'Rs', '16146', 'crore', 'Q1', 'net', 'profit']",neutral
6215,"['Vishal', 'Sikka', 'outline', 'strategy', 'Infosys', 'Q2', 'results']",neutral
6216,"['VRL', 'Logistics', 'files', 'draft', 'paper', 'Sebi', 'IPO']","neutral,Sebi"
6217,"['Wall', 'Street', 'ends', 'near', 'flat', 'mixed', 'economic', 'data']",neutral
6218,"['Watch', 'SBIs', 'level', '2400', 'Rajat', 'Bose', 'rajatkbosecom']","neutral,rajatkbose.com"
6219,"['investors', 'expect', 'Reliance', 'Industries', '40th', 'AGM']",neutral
6220,"['Whats', 'trending', 'FOs', '8358', 'level', 'crucial', 'Nifty']",neutral
6221,"['highspeed', 'rail', 'remain', 'elusive', 'US']",neutral
6222,"['Wipro', 'Q4', 'results', 'Five', 'things', 'watch']",neutral
6223,"['Yes', 'Bank', 'wrangle', 'may', 'solved', 'court']",neutral
6224,"['Yuan', 'slips', 'PBOC', 'guidance', 'little', 'change', 'expected']","neutral,PBOC"
6225,"['2010', 'could', 'well', 'year', 'midcaps', 'BNP', 'Paribas']","positive,BNPParibas"
6226,"['5', 'triggers', 'unveil', 'hidden', 'gems', 'among', 'midcaps']",neutral
6227,"['year', 'record', 'low', 'optimism', 'abounds', 'rupee']",positive
6228,"['Adani', 'Group', 'hit', 'global', 'bond', 'mkt', '15bn', 'issue']",neutral
6229,"['Akhil', 'Puri', 'joins', 'KKR', 'Capstone', 'Asia', 'India', 'Director']","neutral,Asia"
6230,"['Alkem', 'Labs', 'appoints', 'banks', '291', 'million', 'IPO']",neutral
6231,"['Alstom', 'Project', 'retest', 'highs', '415', 'levels', 'Mitesh', 'Thacker']",neutral
6232,"['Asia', 'Index', 'make', 'India', 'hub', 'SouthEast', 'Asia', 'markets']",neutral
6233,"['Atul', 'Auto', 'find', 'resistance', 'around', 'Rs', '128130', 'Ashwani', 'Gujral']",neutral
6234,"['Bank', 'Nifty', 'key', 'tomorrow', 'trading', 'Mitesh', 'Thacker']",neutral
6235,"['Bharat', 'Forge', 'Q2', 'profit', 'nearly', 'flat', 'Rs', '175', 'crore']",neutral
6236,"['Bosch', 'Ltd', 'posts', 'Q2', 'net', 'profit', 'Rs', '305', 'crore']",neutral
6237,"['Botched', 'Facebook', 'IPO', 'Nasdaq', 'led', 'Alibaba', 'choose', 'NYSE']","neutral,Nasdaq"
6238,"['BSE', 'eyes', 'trading', 'speed', '20', 'microseconds', 'three', 'years']",neutral
6239,"['BSE', 'sets', 'circuit', 'limit', '10', 'United', 'Breweries', 'scrip']",neutral
6240,"['BSE', 'auction', 'government', 'bonds', 'worth', 'Rs', '4176', 'crore', 'tomorrow']","neutral,governmentbonds"
6241,"['BSE', 'auction', 'investment', 'limits', 'Rs', '332crore', 'government', 'bonds']","neutral,governmentbonds"
6242,"['CAG', 'report', 'macro', 'indicators', 'keep', 'investors', 'edge']",neutral
6243,"['Camlin', 'Fine', 'Sciences', 'Q2', 'net', 'profit', 'Rs', '581', 'crore']",neutral
6244,"['party', 'US', 'stocks', 'keep', 'going', '2015']",neutral
6245,"['Carl', 'Icahn', 'says', 'firm', 'sold', 'remainder', 'Netflix', 'stake']",neutral
6246,"['Catholic', 'Syrian', 'Bank', 'files', '64', 'mn', 'IPO']",neutral
6247,"['CCI', 'considering', 'cartelisation', 'issue', 'guar', 'gum', 'trade', 'Sachin', 'Pilot']","neutral,guargum"
6248,"['China', 'promises', 'make', 'currency', 'yuan', 'freely', 'traded', '2020']",neutral
6249,"['China', 'yuan', 'snaps', '6day', 'gaining', 'streak', 'weak', 'PMI', 'midpoint']",neutral
6250,"['Chinese', 'corporate', 'bond', 'market', 'calm', 'despite', 'default', 'Chaori', 'Solar']",neutral
6251,"['Cisco', 'rejigs', 'India', 'operations', 'appoints', 'Dinesh', 'Malkani', 'President', 'Sales']",neutral
6252,"['Clams', 'may', 'turn', 'Kerala', 'new', 'marine', 'gold']",neutral
6253,"['Clariant', 'Chemicals', 'posts', 'Rs', '16677', 'crore', 'net', 'profit', '2013']",neutral
6254,"['Commex', 'regulator', 'steps', 'scotch', 'rumours', 'agricultural', 'futures']","neutral,agriculturalfutures"
6255,"['Continue', 'buy', 'till', 'Nifty', 'breaks', '80908100', 'levels', 'Mitesh', 'Thacker']",neutral
6256,"['Corrections', 'market', 'shorter', 'rallies', 'Ashwani', 'Gujral']",neutral
6257,"['Currency', 'wars', 'Dollar', 'vs', 'yuan', 'vs', 'euro', 'ages']","neutral,yuan"
6258,"['Deutsche', 'Bank', 'uses', 'UTIs', 'deemed', 'FII', 'status', 'buy', 'bonds']",neutral
6259,"['Diesel', 'ban', 'apex', 'courts', 'decision', 'impact', 'India', 'Inc']","neutral,Diesel"
6260,"['Direct', 'FII', 'market', 'access', 'come', 'full', 'rupee', 'convertibility']",neutral
6261,"['see', 'much', 'downside', 'Infosys', 'Deven', 'Choksey']",neutral
6262,"['Dollar', 'holds', 'firm', 'markets', 'sniff', 'risks', 'Fed', 'hawkishness']","neutral,Fed"
6263,"['DTH', 'Industry', 'Early', 'lead', 'volume', 'front', 'decide', 'winners']",neutral
6264,"['Entity', 'registered', 'broker', 'cannot', 'act', 'merchant', 'banker', 'Sebi']",neutral
6265,"['ET', 'Classroom', 'Simple', 'strategies', 'play', 'Nifty', 'FO']",neutral
6266,"['Euro', 'holds', 'steady', 'European', 'Central', 'Bank', 'policy', 'decision', 'looms']","neutral,EuropeanCentralBank"
6267,"['Euronext', 'says', 'cash', 'markets', 'preopening', 'start', '0700', 'GMT']",neutral
6268,"['EY', 'National', 'Director', 'Sunil', 'Chandiramani', 'quits', 'start', 'consultancy']",neutral
6269,"['FO', 'Tracker', 'Call', 'bunching', '7500', 'Nifty', 'shows', 'resistance']",neutral
6270,"['FO', 'Tracker', 'Nifty', 'likely', 'end', '8400', 'expiry']",neutral
6271,"['FIIs', 'place', 'bids', 'worth', 'Rs', '813', 'crore', 'government', 'bonds']",neutral
6272,"['FIIs', 'submit', 'bids', 'worth', '158', 'billion', 'government', 'bonds']",neutral
6273,"['FinMin', 'SEBI', 'discuss', 'direct', 'entry', 'QFIs', 'stock', 'market']","neutral,SEBI"
6274,"['First', 'India', 'bond', 'ETF', 'bond', 'index', 'launch', 'London']","neutral,London"
6275,"['Fitch', 'Ratings', 'assigns', 'BB', 'Tata', 'Steel', '15', 'billion', 'notes']","neutral,TataSteel"
6276,"['FMC', 'asks', 'NSEL', 'file', 'recovery', 'suits', 'defaulters']",neutral
6277,"['Force', 'Motors', 'appoints', 'Naresh', 'Rattan', 'COO', 'tractor', 'biz']",neutral
6278,"['Former', 'LIC', 'Chairman', 'Dinesh', 'Kumar', 'Mehrotra', 'named', 'MCX', 'board']","neutral,MCX"
6279,"['Forward', 'Markets', 'Commission', 'chairman', 'Ramesh', 'Abhishek', 'gets', 'another', '3month', 'extension']",neutral
6280,"['Forward', 'Markets', 'Commission', 'okays', 'settlement', 'eseries', 'contracts', 'NSEL']","neutral,NSEL"
6281,"['Forward', 'Markets', 'Commission', 'working', 'single', 'clearance', 'commodity', 'exchanges']",neutral
6282,"['FTIL', 'likely', 'invite', 'bids', 'MCX', 'stake', 'week']","neutral,MCX"
6283,"['FTIL', 'highlight', 'correct', 'facts', 'MCXSX', 'buyback', 'CBI']","neutral,MCX-SX"
6284,"['FTSE', 'readies', 'new', 'global', 'index', 'series', 'include', 'China', 'Ashares']",neutral
6285,"['Fullerton', 'India', 'Credit', 'raise', 'Rs', '6', 'bn', 'via', 'bonds']",neutral
6286,"['Gallantt', 'Ispat', 'lists', '4', 'pc', 'premium', 'Rs', '52']",neutral
6287,"['Gateway', 'Distriparks', 'arm', 'Snowman', 'Logistics', 'plans', 'Rs', '200', 'crore', 'IPO']","neutral,SnowmanLogistics"
6288,"['German', 'classifieds', 'group', 'Scout24', 'says', 'list', 'shares', 'year']",neutral
6289,"['Goa', 'Carbon', 'posts', 'Rs', '803', 'cr', 'profit', 'Q4', 'FY14']",neutral
6290,"['Gold', 'Monetisation', 'Scheme', 'Jewellers', 'approach', 'RBI', 'request', 'involvement']","neutral,RBI"
6291,"['GSF', 'Accelerator', 'inducts', 'two', 'partners', 'Nishkaam', 'Mehta', 'Sanjay', 'Jain']",neutral
6292,"['GSK', 'Consumer', 'Healthcare', 'Transfer', 'pricing', 'pressure', 'key']",neutral
6293,"['GST', 'isnt', 'disappointment', 'market', 'Gaurav', 'Mehta', 'Ambit', 'Capital']",neutral
6294,"['H', 'G', 'Contractor', 'takes', 'new', 'CFO', 'SBI']",neutral
6295,"['Harish', 'Bhat', 'memberGroup', 'Executive', 'Council', 'Tata', 'Sons']",neutral
6296,"['HCC', 'allots', 'shares', 'worth', 'Rs', '400', 'cr', 'institutional', 'investors']",neutral
6297,"['Hedge', 'funds', 'India', 'focus', 'set', 'sizzling', 'show']","neutral,India"
6298,"['Hikal', 'reports', 'net', 'profit', 'Rs', '5', 'crore', 'Q1']",neutral
6299,"['HNIs', 'buy', 'Niftylinked', 'debentures', 'worth', 'Rs', '200300', 'crore', 'every', 'month']",neutral
6300,"['HSBC', 'handpicks', 'seven', 'hot', 'midcap', 'themes', 'year', '2014']",neutral
6301,"['IIFCL', 'plans', 'raise', 'Rs', '1200', 'cr', 'taxfree', 'bonds']",neutral
6302,"['Immediate', 'target', 'MM', 'seen', 'Rs', '730745', 'Nirmal', 'Bang']",neutral
6303,"['India', 'Inc', 'taps', 'corporate', 'bond', 'market', 'fund', 'expansions']",neutral
6304,"['India', 'Incs', 'second', 'quarter', 'profits', 'flat', 'silver', 'lining', 'visible']",neutral
6305,"['India', 'likely', 'issue', 'new', '10year', 'bond', 'June', 'sources']",neutral
6306,"['Indices', 'unlikely', 'see', 'major', 'correction', 'Gaurang', 'Shah', 'Geojit', 'BNP']",neutral
6307,"['IndiGos', 'IPO', 'set', 'fly', 'book', 'flight']",neutral
6308,"['Indo', 'Rama', 'Synthetics', 'Q3', 'net', 'profit', 'Rs', '4708', 'cr']",neutral
6309,"['Initial', 'target', 'Tata', 'Elxsi', 'seen', 'Rs', '320', 'Ventura']",neutral
6310,"['International', 'Monetary', 'Fund', 'regulate', 'global', 'central', 'banks', 'Raghuram', 'Rajan']","neutral,globalcentralbanks"
6311,"['Investors', 'root', 'Narendra', 'Modi', 'India', 'toast', 'BRIC', 'nations']","neutral,BRIC"
6312,"['Investors', 'sell', 'old', 'taxfree', 'bonds', 'put', 'money', 'new']",neutral
6313,"['Investors', 'judicious', 'space', 'Ajay', 'Bodke']",neutral
6314,"['IRFC', 'taxfree', 'bond', 'issue', 'subscribed', '055', 'times', 'within', 'hour']",neutral
6315,"['pay', 'stay', 'PSU', 'Banks', 'Ashwani', 'Gujral']",negative
6316,"['Japans', 'Recruit', 'prices', '2', 'billion', 'IPO', 'top', 'range']",neutral
6317,"['Jim', 'Rogers', 'may', 'buy', 'gold', 'price', 'drops', '1300']",neutral
6318,"['JSW', 'Steel', 'keen', 'acquire', 'assets', 'Bhushan', 'Group', 'Sources']","neutral,BhushanGroup"
6319,"['JSW', 'Steel', 'promoter', 'hikes', 'stake', 'marginally', 'Rs', '25', 'crore']",neutral
6320,"['K', 'C', 'Samal', 'new', 'director', 'finance', 'NALCO']",neutral
6321,"['Karl', 'Slym', 'joins', 'Tata', 'Motors', 'MD', 'ahead', 'schedule']",neutral
6322,"['Keeping', 'tab', 'funds', 'entering', 'market', 'Sebi', 'black', 'money']",neutral
6323,"['Kesoram', 'Industries', 'target', 'Rs', '142', 'Ashwani', 'Gujral']",neutral
6324,"['KotakING', 'union', 'takes', 'bank', 'stocks', 'high', 'station']",neutral
6325,"['Loha', 'Ispaats', 'Rs', '210crore', 'IPO', 'hit', 'market', 'Tuesday']",neutral
6326,"['Looking', 'implementation', 'aspect', 'rather', 'policy', 'Pankaj', 'Pandey', 'ICICIdirectcom']",neutral
6327,"['LSE', 'Group', 'names', 'Nikhil', 'Rathi', 'CEO', 'London', 'Stock', 'Exchange']","neutral,LondonStockExchange"
6328,"['LSE', 'partners', 'Chinese', 'banks', 'promote', 'London', 'renminbi', 'trading']","neutral,Chinesebanks"
6329,"['LSE', 'says', 'receives', '97', 'per', 'cent', 'takeup', 'rights', 'issue']",neutral
6330,"['Teresa', 'Kho', 'ADB', 'new', 'country', 'director', 'India']",neutral
6331,"['Maharashtra', 'Seamless', 'Board', 'approves', 'Rs', '100', 'crore', 'share', 'buy', 'back']",neutral
6332,"['Man', 'Jit', 'Singh', 'named', 'president', 'Sony', 'home', 'entertainment', 'division']",neutral
6333,"['Man', 'sacked', 'Steve', 'Jobs', 'good', 'words', 'Apple']",neutral
6334,"['Market', 'avoiding', 'companies', 'mired', 'coal', 'allocation', 'scam', 'Ajay', 'Bodke']",neutral
6335,"['Market', 'closer', 'range', '61006150', 'levels', 'Mitesh', 'Thacker']",neutral
6336,"['Market', 'movers', 'Top', '5', 'policy', 'triggers', 'government', 'initiated', 'November']",neutral
6337,"['Marks', 'Spencers', 'appoint', 'Venu', 'Nair', 'India', 'operations', 'head']",neutral
6338,"['Matrimonycom', 'files', 'papers', 'raise', 'Rs', '600700', 'cr', 'via', 'IPO']",neutral
6339,"['McAfee', 'announces', 'Anand', 'Prahlads', 'appointment', 'head', 'India', 'operations']",neutral
6340,"['MCX', 'managing', 'director', 'CEO', 'Vaish', 'quits', 'health', 'grounds']",neutral
6341,"['Merge', 'NSEL', 'FTIL', 'says', 'commodity', 'market', 'regulator', 'government']","neutral,FTIL"
6342,"['MF', 'revival', 'top', 'new', 'SEBI', 'chiefs', 'list']",neutral
6343,"['MMTC', 'stake', 'sale', 'offer', 'likely', 'hit', 'markets', 'month']",neutral
6344,"['Mondelez', 'International', 'elevates', 'Manu', 'Anand', 'names', 'new', 'MD', 'India']",neutral
6345,"['50', 'NSElisted', 'firms', 'yet', 'hire', 'women', 'directors']",neutral
6346,"['MT', 'Educare', 'fixes', 'price', 'band', 'Rs', '7480', 'per', 'share']",neutral
6347,"['Multi', 'Commodity', 'Exchange', 'appoints', 'Praveen', 'Kumar', 'Singhal', 'interim', 'CEO']",neutral
6348,"['N', 'K', 'Verma', 'new', 'ONGC', 'Videsh', 'Ltd', 'Managing', 'Director']",neutral
6349,"['Nabard', 'plans', 'raise', 'Rs', '5000', 'cr', 'via', 'taxfree', 'bonds']",neutral
6350,"['NBCC', 'fixes', 'IPO', 'price', 'band', 'Rs', '90106', 'per', 'share']",neutral
6351,"['Network', '18', 'Media', 'plans', 'raise', 'funds', 'via', 'public', 'deposits']",neutral
6352,"['New', 'consent', 'norms', 'accordance', 'law', 'Sebi', 'chief']",neutral
6353,"['Nifty', 'move', 'beyond', '7000', 'post', 'elections', 'Arvind', 'Sanger']",neutral
6354,"['Nifty', 'heading', 'towards', 'key', 'support', 'zones', '65706650', 'Ashwani', 'Gujral']",neutral
6355,"['Nifty', 'likely', '80008450', 'range', 'till', 'RBI', 'policy']","neutral,RBI"
6356,"['Nifty', 'likely', 'test', '200DMA', '8250', 'Ashwani', 'Gujral']",neutral
6357,"['Nifty', 'may', 'hit', '8000', 'near', 'term', 'Mitesh', 'Thacker']",neutral
6358,"['Nifty', 'hit', '80808150', 'next', 'days', 'Mitesh', 'Thacker']",neutral
6359,"['Nifty', 'unlikely', 'get', 'past', '75507560', 'mark', 'Ashwani', 'Gujral']",neutral
6360,"['Niftys', 'consolidated', 'PE', 'makes', 'Indian', 'markets', 'cheaper', 'peers']",neutral
6361,"['Nine', 'stocks', 'led', 'Nifty', 'rally', 'last', 'one', 'year']",neutral
6362,"['Nitin', 'Fire', 'Protection', 'Industries', 'expects', 'Rs', '1000crore', 'turnover', 'fiscal']",neutral
6363,"['tax', 'capital', 'gains', 'offshore', 'rupee', 'bonds', 'CBDT']",neutral
6364,"['Nomura', 'JP', 'Morgan', 'among', 'Japan', 'Post', 'IPO', 'underwriters', 'says', 'government']","neutral,JPMorgan"
6365,"['Nothing', 'changed', 'real', 'estate', 'sector', 'structurally', 'Pramod', 'Gubbi']",neutral
6366,"['NSE', 'prepares', 'system', 'check', 'freak', 'trades', 'FO', 'segment']",neutral
6367,"['NSE', 'auction', 'government', 'bonds', 'worth', 'Rs', '3117', 'crore', 'tomorrow']","neutral,governmentbonds"
6368,"['NSE', 'launch', 'physical', 'subscription', 'webbased', 'mutual', 'fund', 'platform']","neutral,mutualfund"
6369,"['NSEL', 'Imbroglio', 'Enforcement', 'Directorate', 'attaches', 'Aastha', 'Property', 'Mumbai']","neutral,AasthaProperty"
6370,"['Parabolic', 'Drugs', 'fixes', 'IPO', 'price', 'Rs', '75', 'per', 'share']",neutral
6371,"['Participatory', 'notes', 'sensitive', 'topic', 'govt', 'SEBI', 'investors']",neutral
6372,"['PBOC', 'halts', 'regular', 'yuan', 'intervention', 'allows', 'effective', 'management']","neutral,yuan"
6373,"['PFCs', 'FPO', 'May', '10', 'govts', 'first', 'disinvestment', 'fiscal']",neutral
6374,"['Post', '2G', 'spectrum', 'auction', 'telecom', 'stocks', 'good', 'picks']",neutral
6375,"['PR', 'Ravimohan', 'appointed', 'RBI', 'nominee', 'director', 'Bank', 'India']","neutral,BankofIndia"
6376,"['Premarket', 'Nifty', 'seen', 'opening', 'flat', 'may', 'find', 'support', 'around', '7460']",neutral
6377,"['PTC', 'Fin', 'IPO', 'midMarch', 'raise', 'Rs', '800', 'cr']",neutral
6378,"['Rakesh', 'Sethi', 'takes', 'new', 'CMD', 'Allahabad', 'Bank']",neutral
6379,"['RBIs', 'monetary', 'policy', 'global', 'cues', 'may', 'decide', 'direction', 'stocks']",neutral
6380,"['Recommend', 'wait', 'watch', 'midcap', 'stocks', 'Dipan', 'Mehta']",neutral
6381,"['Reliance', 'Communications', 'names', 'former', 'Bharti', 'executive', 'Vinod', 'Sawhny', 'CEO']","neutral,Bharti"
6382,"['Remain', 'invested', 'Infosys', 'despite', 'key', 'management', 'exits', 'Mehraboon', 'Irani']",neutral
6383,"['Revival', 'sight', 'Engineers', 'India', 'poor', 'quarterly', 'numbers']",neutral
6384,"['RIM', 'appoints', 'HP', 'Indias', 'Sunil', 'Dutt', 'new', 'India', 'head']","neutral,HPIndia"
6385,"['Russian', 'roubles', 'firms', 'first', 'minutes', 'trading', 'Friday']",neutral
